index,Review,Sentiment
1415,saya memberikan anak saya morinaga sejak memulai pemberian mp asi dr bmt sampai skr childkid anak saya cerdas luar biasa dan paling aktif diantara teman sebayanya terimakasih morinaga ,positive
1416,indomie itu selalu menemani setiap saat nyamii ,positive
1417,fadhil drestadyumna suparji putra kami perkembangannya sungguh luar biasa aktif ceriah kalau bermain pokoknya tidak bisa diam ada saja dimainkan bunda ayah akan bangga sekali sama kamu nak bunda ayah yakin kamu nanti akan menjadi anak generasi platinum sang juara nantinya to produk morinaga bmt platinum chil kid platinum is the best telah terbukti tiada duanya gokilll habisss thank morinaga,positive
1418,tiada hari tanpa ngopi apalagi kopi kapal api mantap dinikmati pagi hari rasanya mantap bikin semangat kopi kapal api muantaap tenan ,positive
1419,suasana yg enak jika kita meminum d pagi hari setelh bangun tidur dn sblm sarapan ,positive
1420,saya dapat code p1tym6 r8k,positive
1421, anak generasi platinum sang juara berikan susu morinaga chil school platinum untuk anak usia 3 12 tahun sangat bagus bagi anak fams yang sedang berkembang karena mengandung kolin dan aa dha sekaligus untuk daya tangkap anak terbukti adik saya yang baru berusia 4 tahun setengah sudah bisa melakukan pekerjaan orang dewasa seperti menyapu mengepel dan belanja ke warung sendiri dengan mengingat barang barang yang akan dibelinya ditambah lagi dia sangat responsif terhadap lihat selengkapnya,positive
1422,rasanya enak dan murah harganya,positive
1423,terima kasih atas apresiasinya ya mam ,positive
1424,mari minum kofe good day bisa membantu anda menghilangkan rasa pahit lidah anda end makan makan an ringan ,positive
1425,rasanya enak dan variasinya banyak ,positive
1426,sebelumnya saya mengucapkan banyak terima kasih kepada wyeth nutrition s26 karna saat baby saya berusia 2 bulan dan sampai saat ini sdh berusia 1thn 22 hari masih mengkonsumsi susu s26 yg manfaatx nyata terlihat banyak terlihat di usia 6 bln gigix sdh tmbuh dan di usia 12 bln sdh mulai melangkah meskipun baru 1 sd 3 langkah dan berat badanx saat ini 10 4 kg dgn tinggi 61 cm terima kadih wyeth nutrition ,positive
1427,nabati memberikan momen indah dan bahagia serta selalu memberikan warna warni di setiap aktivitas harian keluargaku di manapun dan kapanpun kami berada nabati enak renyah gurih dan sehat untuk kita semua,positive
1428,pokoknya the best bgt anak saya sukak,positive
1429,ad yg kurang cuma hadiax ga pernah ada,negative
1430,nanti rasa coklat keju yg harga 500 sampai 2000 sangat diminati ank2 sekolah saya menjual dikantin disulawesi selatan sma muhammadiyah bantaeng dlm mesjid raya bantaeng jln raya lanto ,positive
1431,sejak memakai diabetasol selain rasanya enak dan bergizi gula darah saya stabil terus produk berkualitas dan sangat membantu para penderita diabetes indonesialawandiabetes,positive
1432,aq buka warkop dan memang kopi kapal ap8 special mix yg laris manis ďari yg terlaris mesķi semua manis he he ,positive
1433,morinaga platinum bkin anak aktif cerdas ato cpt paham dgn apa yg diajarkan kekebalan tubuh kuat ,positive
1434,okee ,positive
1435,my twinny boy loved the milk and they re very quickly to learning something thanks morinaga,positive
1436,nabati kesukaan keluarga kita rasanya enak renyah manis pokoknya yam yam,positive
1437,diabetasol sangat baik dikonsumsi oleh penderita diabetes mengandung serat dan tinggi kalsium dan menjaga kadar gula darahyuk jaga gula darah dengan konsumsi diabetasol,positive
1438,bagussss banget prenagen lactamom untuk meningkatkan kualitas dan kuantitas asi secara optimal,positive
1439,hai milo indonesia mengapa rasa coklat di milo kurang manis bahkan cenderung hambar mohon dijawab ,negative
1440,susu sgm bunda coklat enak gak bikin mual cocok banget minum sgm bunda,positive
1441,lezat banget apalagi gurih terus keju atau coklatnya kerasa banget,positive
1442,kopi kapal api teman setia nonton bola,positive
1443,kopi kapal api pas bangeut manisnya mantap,positive
1444,awal menyusui adalah awal yang sangat emosional bagi saya pelekatan belajar untuk heart to heart diawal memang asi saya tidak keluar langsung banyak tapi ada dan untuk memenuhi gizi yang seimbang maka saya putuskan untuk mengkonsumsi prenagen lactamom hingga saat ini prenagen tidak hanya teman saya saat menyusui saja tetapi saat mengandung juga ,positive
1445,saya sangat suka dengan semua rasa dari wafer nabati ,positive
1446,pokoke mantaaap terasa dmulut,positive
1447,kopi ny orang indonesia,negative
1448,tidak ada yg bisa menolak harumnya indomie langsung lapar love it ,positive
1449,cemilan kesukaan keluargaku,positive
1450,semua varian produk dan rasa dr nabati saya sekeluarga suka semua terbukti kualitas dan rasanya ,positive
1451,rasanya enak dengan harga merakyat,positive
1452,rasanya selangit ,negative
1453,setiap sakit pasti ada obatnya mencegah lebih baik daripada mengobati yu hidup sehat bersama diabetasol ,positive
1454,habibi abis lepas asi jg pake morinaga dia suka rasa nya top deh,positive
1455,suka sama produk indomie,positive
1456,rasa nya mantaap bikin mulut pengen ngemil truzz 3,positive
1457,susu sgm memang mantap mantap,positive
1458,saya sangat suka dengan nabati apa lagi yang rasa coklat dan pas ngemil sambil nonton tv pokoknya nabati uwenak tnan,positive
1459,anak saya setiap hari jajannya selalu nabati,positive
1460,mendapatkan hadiah yang seru dan menarik,positive
1461,selama ini tdk pernah ada masalah susunya berkualitas enak dan team dr morinaga sgt care sering menghubungi via telepon penukaran hadiah jg simpel tapi kmrn pertama kalinya saya coba beli yg kemasan 1600 gr 4x400 gr saya agak bingung krn tekstur bubukny seperti tepung tdk seperti biasanya warnanya putih sekali seperti tepung dan kelarutannya sangat mudah larut tanpa aresidu sangat berbeda sekali dari yg 800 gr apa memang begitu atau palsu ya mohon infonya ya ,positive
1462,kopinya pas bingittt mantap jiwa,positive
1463,kopi nya nikmat dan lembut khas selera nusantara,positive
1464,enak dan cepat saji untuk yg sibuk,positive
1465,tidak jelas panduannya,negative
1466,siang2 begini enaknya bikin indomie soto spesial topping nya telur sawi bakso cabe rawit di ulek kerupuk ,positive
1467,anak qu cerdas karna minum susu formula morinaga dari bmt chil mill sampe chil kid alhamdulilah anak qu jenius cerdas dan mudah tanggap,positive
1468,min kok milo kotak dengan yg shaset beda rasanya apa jenis sapi nya yg berbeda ya ,negative
1469,info kehamilan dan bayi sangat dibutuhkan bagi orang tua terutama orang tua baru,positive
1470,ga ush mucul ini kolam pasa nonton filem ajg kau ya gagu aja,negative
1471,gak salah pilih nih pake sufor bmt izza ku tumbuh jadi anak cerdas anggapan orang2 tentang sufor itu ga kebukti buktinya anakku sehat2 aja dan gada efek sampingnya makasih ya sekarang izza lanjut minum chilkid platinum dan alhamdulillah tambah cerdas ,positive
1472,cemilan yg sangat sangat sangat enak dri anak2 hingga dewasa pasti suka dengan cemilan richeese nabati begitu jga anak2 sy kluarga hingga saudara begitu menyukainya karena rasa enak gk bikin bosen yg ada mlah nambah lagi lagi lagi pkok cemilan yg no 1 ya richeese nabati ,positive
1473,kopi kapal api aromanya khas racikan nya pas banget ga terlalu pait ga terlalu manis selain enak juga nyaman di kantong harga merakyat nyaman juga buat kesehatan terutama di lambung ga perih palik nikmat dan paling mantab ,positive
1474,kapan pun aku lapar ku makan fitbar gak bikin badan lebar ,positive
1475,my guilty pleasure ,positive
1476,mengapa susu chil kid soya bisa habis sih seatero jagad raya ini saya sudah terlanjur pake susu ini kenapa bisa terjadi ya dgn morinaga saya bener2 kecewa dgn produk chil kid soya sampai2 bisa habis ,negative
1477,sukaaaaa banget sama rasaaa nyaa,positive
1478,kapal api jelas lebih enak dan terasa,positive
1479,nabati itu cemilan yang sehat dan enak,positive
1480,nabati pink lava muancap,positive
1481,alhamdulillah nabati ada rasa keju jga,positive
1482,kopi kapal api sesuai dengan mottonya jelas lebih enak mantapz,positive
1483,rasanya enak gurih dan nikmat,positive
1484,i love indomie palagy dtmbh variasi mcm2 lauk sayur jg cabe hmmmmm mantap _ ,positive
1485,kopi kapal api mantap tiada duanya orang yang ber tamu kerumah pun pada betah kaena kopi kapal api,positive
1486,nutrisi lengkap untuk perkembangan si kecil,positive
1487,nabati weeenaakk sekalee,negative
1488,s 26 procal gold melengkapi kebutuhan nutrisi anak saya,positive
1489,sukses dan terus berkarya,positive
1490,min gimana nih gua udah makan pop mie puluhan kali tapi nggak ada cewek hongkong nya,negative
1491,wktu 3hr dilahirkan ank saya harus msk rumah sakit lg krn kadar bilirubin meningkat selama kurun wktu 3x24jam berada di rs selain saya berikan asi saat itu saya memilih morinaga bmt jg sbg pendamping asi sampai saat ini sudah sampai tahap chil kid penggunaannya krn ank saya sdh berumur 14bln trimksh morinaga yg sllu mendampingi kami org tua yg menginginkan smw yg terbaik untk ank2 kami terutama nutrisi dr susu tambahan dan morinaga memberikan itu semua kpd kami ank lihat selengkapnya,positive
1492,wafernya mantul dibanding wafer lainya keluarga kecilku sangat syka wafer yg rasa keju karna kita penggemar keju,positive
1493,nabati wafer yg coklat thebest bgt sy suja bgt top dch wat nabati ,positive
1494,selalu kapal api ,positive
1495,s26 procal memang susu formula pertumbuhan yang mengoptimalkan kecerdasan anak alhamdulillah saya selalu memberikan s26 procal kepada putri saya agar tumbuh kembang putri saya menjadi sehat kuat putri yang cerdas amin ,positive
1496,fitbar tch selain enak nyaman jug diperut pokoknya fitbar dch cemilan pilihanq ,positive
1497,iya karena sesuai dg kebutuhan untuk menunjang tumbuh kembang anak,positive
1498,apa perbedaan prenagen lactomom yg ada tulisan biofe yg tdk ada tulisan biofe nya ,positive
1499,enak dan praktiss buat kapan ajah,positive
1500,entah ada apa dg secangkir kopi pokoknya sesuatu bangett ,positive
1501,saya adalah pemilik warung di kampung selama masih ada kopi kapal api kopi yang lain tidak pernah di sentuh sama konsumen ,negative
1502,enak dan renyah saat di makan ini yg saya suka dari dulu,positive
1503,indomie makanan simple nikmat lezat bukan orang indonesia kalau tidak pernah makan indomie dari harga 600rupiah sampe sekarang 2000rupiah inssaallah tidak pernah mengecewakan pecinta indomie hahaha,positive
1504,i love taste,positive
1505,rasanya mantap bikin ketagihan sayangx mahal ,positive
1506,sgm bunda emang top bngttttt di usia kehamilan 4 minggu saya bgtu senang minum susu ga enek alhmdllhekonomis harganya ,positive
1507,anak aku jadi muntah2,negative
1508,cemilan bgus buat diet,negative
1509,nabati cemilan paling toppppp ada duanya dirumah semuanya suka dari yang muda sampai yang tua ,positive
1510,rasanya enek dan tidak bikin bosan kalau dimkan setiap hari,positive
1511,anak sya suka bnget sma nabati,positive
1512,enak rasanya pilihan keluarga indonesia,positive
1513,sangat bagus bwt ibu hamil,positive
1514,susu s26 ini kaya akan nutrisi yg dibutuhkan untuk tumbuh kembang anak dan kandungan susunya ramah bagi pencernaan si kecil selepas asi kedua anakku minum susu s26 hingga saat ini alhamdulillah sehat dan tidak pernah ada mslh dgn sembelit dll thx s26 we proud of you,positive
1515,pertama kali minum sgm bunda rasa jeruk dikasih tau teman katanya kaya nutrisari bener banget enak banget apalg kalau ditambah es batu 100gelas juga gak nolak banget deh gak nyesel belinya,positive
1516,setiap pagi dan siang hari saya selalu minum kopi hitam kapal api jelas lebih enaaak,positive
1517,rasanya yang renyah gurih mnjdi pilihan keluargaq disaat lg santai pling suka dengan nabati rasa keju,positive
1518,alhamdulillah istri dan anak saya suka pw apalagi anak selama minum pw dia semakin aktif bergerak ,positive
1519,indomie itu mie kesukaan ku dengan varian yg beraneka rasa membuat indomie beda dari yang lain love indomie,positive
1520,prenagen kembali menemani kehamilan keduaku top banget deh,positive
1521, gamau lagi beli ini anak saya jadi muntah2,negative
1522,nabati enak sekali dan nikmat,positive
1523,hebat bikin anak gampang sakit dan selalu ada kejutan ,positive
1524,nabati kesukaan ank sydn sy pun ska bngt ,positive
1525,rasa keju nya berasa dan yg rasa coklat nya juga pas saya suka sekali nabati,positive
1526, ga baik buat balita,negative
1527,haii bunda ini awal kehamilanku yg bru memasuki 5 minggu lebih dari mual perut enek tapi alhamdulillah saya doyan sekali makan heeheeedan sejak saya tau hamil sya lgsg minum susu sgm bunda rasa strawberry rasanya enak gk bkin mual ,positive
1528,nabati cemilan enak yg sllu temani hari ku dikala santai resep pisan euyyy ,positive
1529,susu ultra fullcream kok akhir2 ini rasanya hambar ya biasanya gurih enak seperti susu sapi segar harga naik tapi kualitas rasa turun,negative
1530,indomie seleraku ,negative
1531,kok indomie skrg ga ad indomie vege lg sih pdhal itu enak lho dibanding mie vege yg lain ,positive
1532,alhmdulillah dri kehamilan anak pertama smpe skrg hamil anak ke 2 saya setia minum prenagen mommy ,positive
1533,min katanya susu milo itu bikin tinggi yah kok saya nggak ,negative
1534,semakin hari semakin bertambah kepintaran ank saya dan saya tidak pernah mencoba sofur yg laen krn saya percaya dgn morinaga buat anak koq coba2 ,positive
1535,wafer coklat dann kejunya super enaakkk gak bosenn nabati trus ,positive
1536,hay mp sejak lahir ank saya sdh minum bmt platinum berhubung asi saya kurang puji tuhan dgn bantuan mp pertumbuhan nya cepat gerakan tangan dan kaki aktif bangat morinaga ada hadiah utk setiap pembelian kalo boleh utk pembelian morinaga di apotik atau alfamart dapat hadiah juga donk ,positive
1537,susah euy di jelaskan dengan kata kata yg jelas kopi bisa membuat ribuan bahkan jutaan orang berkerja ,negative
1538,rasanya enak harga terjangkau hemat cukup 1 gelas sehari,positive
1539,ga ada yg nandingin indomie is the best ,positive
1540,rasa lebih nikmat dari pada yang kurasain ,positive
1541,indomie penyambung nyawa di saat tanggal tua indomie penghangat jiwa di saat hujan indomie selalu setia nemenin gue saat hiking indomie adalah produk makanan asal indonesia yang sudah mendunia hahhaa mantap jiwa ,positive
1542,saya sangat menyukainya,positive
1543,sangat bermanfaat info dari page diabetasol dan bisa menjadi tips untuk yang sedang menjaga gula darah,positive
1544,terbukti anak yang minum moniaga cerdas stamina good ,positive
1545,mantap,positive
1546,mienya yang kenyal kenyal dan bumbu nya yg medhok sehingga menghasilkan rasa gurih yg berbeda ,positive
1547,my inspirasi,positive
1548,dulu tiap buat kopi sy selalu suruh menyangrai sendiri sm suami karna katanya ad kopi yg enek seperti kopi sangraian sendiri tp setelah sy ganti dengan kopi kapal api berikut percakapannya suami kopinya kok dah lama bu nyangrai apa masih banyak sy istri sdh sy ganti sm kopi kapal api pak suami loh sejak kapan istri sejak 2 thn terakhir pak lihat selengkapnya,negative
1549,hai morinaga jujur ini adalah pengalaman pertama saya menggukan produk morinaga awal nya saya menggukan sufor merk lain untuk kebutuhan si kecil namun bulan lalu nafsu makan nya mulai menurun dan bb nya ikut menurun dengan sangat hati2 saya memilih untuk menggati sufor si kecil dan pilihan saya tertuju pada morinaga 1 3 rasa madu ternyata pilihan saya oke nafsu makan si kecil bertambah seiring bb nya senang rasa nya melihat si kecil tumbuh pesat bersama morinaga trimakasih morinaga ,positive
